,names_all,name_index,match,Cluster
12510,R.Industria Rubber Parts S.A.C.,12510,"[12816, 194, 290, 13161, 15416, 12723, 7505, 8206, 13669, 7509, 13773, 16549, 12586, 477, 1863, 7461, 8312, 8855, 1304, 13162, 10186, 12767, 13403, 13377, 13061, 16332, 12618, 16365, 16532, 13510, 6908, 11342, 1583, 16304, 5890, 8854, 7446]",11
12511,R.J. Batra Enterprises Ltd.,12511,"[4710, 8508, 11598, 117, 13771, 9314, 6695, 13351, 985, 4991, 6906, 14406, 14916, 12759, 622, 9741, 12614, 2122, 12591, 3072, 9247, 4920, 780, 426, 4135, 1695, 9992, 9352, 13447, 3989, 8614, 62, 15179, 6746, 10261]",19
12512,R.J.R Business System,12512,"[10705, 13202, 3072, 12426, 16616, 13672, 9228, 7570, 7296, 1993]",11
12513,"R.K. Bakewell Mars Pvt., Ltd.",12513,"[4686, 9544, 10003, 9228, 15416, 2378, 16984, 1863]",10
12514,"R.K. Profiles Pvt., Ltd.",12514,"[3106, 12931, 5768, 2333, 4453, 3104, 8231, 9462, 7282, 9005]",16
12515,R.K.Polymer,12515,"[13790, 15484, 14710, 9426, 8604, 15937, 13162, 9596, 8720, 10366, 17288, 16596, 6401, 646, 11711, 4673, 15935, 12886, 3829, 1907, 16803, 11709, 8551, 5199, 10257, 10542, 14925, 5768, 4071, 16454, 12977, 3615, 15336, 16840, 5080, 1961, 15175, 16816, 9871]",37
12516,R.L.Swearer Co. Inc.,12516,"[3630, 8901, 6558]",11
12517,R.M. Palmer Co.,12517,"[8543, 6536, 9933, 10170, 3671, 1616, 12527, 11221, 12486, 13380, 8901, 12587, 5768, 1509, 8960, 14372, 15416, 11219]",37
12518,R.R. Donnelley De P.R. Corp.,12518,"[9158, 6556, 12509, 13202, 13167]",11
12519,R.R.Rapid Service Ltd.,12519,"[262, 6352, 12587, 5624, 3056, 16828, 304, 11182, 12509, 16343, 4461, 4525, 3630, 16585, 3610, 5835, 11970, 632, 7906, 488, 92, 7697, 13167, 7467, 2574, 16584]",6
12520,"R.S.Syndicate Pvt., Ltd.",12520,"[262, 7223, 2664, 13161, 4463, 15378, 15379, 6558, 3644, 92]",14
12521,R.T. Express International Inc.,12521,"[12509, 1478, 7994, 5663, 13045, 11999, 5352, 15151, 15416, 1127, 11038, 3008, 7163, 16134, 4059, 16132, 3383, 13749, 10643, 10641, 16808]",19
12522,R.T.I.,12522,"[14875, 8777, 12521, 12017, 8313, 3853, 4476, 16051, 14872, 4984, 12496, 12268, 2610, 7611, 6532, 4647, 3363]",11
12523,R1 International ( Americas ) Inc.,12523,"[939, 16210, 1227, 15101, 15124, 6611, 10722, 16551, 13602, 4917, 12470, 6105, 9953, 16108, 2082, 7758, 5851, 1342, 7518, 14723, 11378, 13408, 9153, 11772, 445, 8445, 8960, 923, 16016, 16152, 8040, 15711, 12509, 17825, 7527, 7122, 17570, 10674, 3903, 436, 14360, 13381, 4547, 7638, 403, 1217, 10922, 6326, 7565, 15416, 4983, 11769, 3566, 5262, 488, 13411, 3379, 11219, 10724, 13923, 722, 1879, 11767]",13
12524,R1 International (Ameicas) Inc.,12524,"[4758, 10923, 7565, 11763, 10430, 2817, 13455, 15065, 4429, 729, 9846, 16108, 13478, 184, 9247, 27, 11767, 301, 302, 10930, 4657, 14543, 5702, 13374, 3701, 923, 17515, 2313, 16154, 3240, 1669, 3185, 17570, 7527, 15124, 17002, 16036, 15102, 17460, 1879, 4428, 3379, 9832, 8996, 15116, 5132, 262, 15416, 16763]",13
12525,R1 International (Americas) Inc.,12525,"[8961, 4696, 9562, 8843, 13410, 10430, 10663, 15282, 17570, 4179, 11220, 7477, 7132, 9540, 8671, 2251, 13297, 8556, 17460, 9847, 9980, 9953, 12725, 15116, 13478, 2082, 1672, 1669, 13602, 6791, 2950, 4041, 15711, 184, 1174, 12592, 17002, 891, 3044, 10639, 92, 13418, 12714, 9247, 1220, 9838, 9012, 16152, 15043, 4547, 9153]",13
12526,R1 International (Americas) Inc. 2,12526,"[1342, 13381, 11219, 6704, 1669, 7122, 4615, 12528, 14543, 9847, 16152, 4892, 8843, 2293, 6611, 4845, 5851, 13418, 9421, 4428, 5514, 15043, 14723, 3816, 16943, 2313, 4547, 5552, 1672, 10669, 12523, 11955, 17515, 10663, 16912, 10064, 3925, 13003, 13410, 4287, 4983, 4138, 4429, 17460, 6213, 722, 7565, 10873, 12982, 9153, 9953, 939, 8842, 3701, 9561, 4614, 515]",13
12527,R1 International (Americas) Inc. 25,12527,"[16016, 7758, 2251, 4041, 8445, 9561, 9421, 851, 12524, 301, 8700, 12714, 14360, 9933, 14894, 2817, 11054, 7132, 16211, 12753, 14715, 8556, 8842, 5223, 2293, 3671, 4615, 5211, 10430, 9012, 11248, 15116, 7122, 5597, 11220, 13923, 898, 9790, 7023, 6213, 10724, 15102, 14723, 16110, 16108, 12855, 7095, 10551, 10721, 6704, 3700, 2612, 8962, 5552, 13381, 3541, 17515, 16154, 9838, 1174, 3425]",13
12528,R1 International (Americas) Inc. 250,12528,"[8971, 10674, 14508, 2930, 11768, 9012, 7023, 9092, 1226, 433, 10085, 13270, 16211, 10922, 6961, 15416, 3903, 6791, 4758, 12903, 8445, 11416, 12526, 16943, 13478, 8960, 15503, 1668, 14723, 12587, 16272, 16300, 4614, 11766, 2351, 12592, 9561, 7560, 4892, 1644, 4179, 11816, 12527, 10784, 1672, 11219, 923, 7618, 5133, 4711, 4428, 2971]",13
12529,"RAM Enterprise, Inc. Division Of IMTECH Rubber Products",12529,[6568],142
12530,RASCO BITUMENTECHNIC GMBH,12530,"[13261, 15456, 16423, 16422, 15443, 17576, 16649, 13239, 15608, 5984, 13226, 15437, 18020, 16652, 13211, 14287, 14362, 17948, 15439, 17926, 13244, 17843, 12779, 17850, 12538, 14756, 12624, 15447, 17947, 15678, 16955, 18021, 16942, 13241]",4
12531,RAVAGO,12531,"[15446, 18010, 17419, 13211, 15155, 13258, 15402, 12638, 11147, 15608, 17267, 17265, 15616, 16712, 15458, 15865, 12538, 15449, 15450, 14742, 15436, 164, 17012, 14744, 13225, 16039, 15439]",4
12532,RAYDAR Rubber,12532,[7615],154
12533,REHAU AG+CO,12533,"[17928, 17927]",228
12534,RENIA,12534,"[16654, 17866, 13218, 17576, 11147, 16647, 14507, 13226, 15457, 15447, 16705, 15458, 14739, 13220, 15085, 13261, 13233, 16755, 15049, 19, 16993, 16712, 15432, 5984, 13242, 16656, 15626, 15452]",4
12535,REPSOL,12535,"[14739, 17821, 15434, 16652, 16712, 15458, 13250, 14523, 14744, 13743, 14287, 16656, 15446, 15111, 15438, 17644, 15945, 12538, 13239, 13235, 17419, 17866, 16646, 14743, 12814, 15400, 15436, 15454, 16960, 18019, 13261, 16755, 16410, 15085, 16142, 13211, 16657, 15865]",4
12536,ROGITEX,12536,"[17419, 14739, 17946, 15448, 18019, 15049, 16954, 15103, 14363, 13264, 13243, 12538, 16656, 15945, 12947, 16957, 16393, 15085, 16702, 13225, 13251, 16650, 17268, 15610, 18020, 14362, 15432, 14757, 16657, 16128, 15434, 17012]",4
12537,ROMPETROL,12537,"[13245, 5984, 16654, 15085, 13247, 14669, 16942, 13211, 15447, 13259, 15446, 16653, 12964, 13260, 15445, 16140, 17425, 13220, 13238, 12994, 15687, 13233, 18021, 13242, 16705, 16657, 14738, 13210, 13235, 13263, 17843, 14735, 16646, 16755, 16275, 14757]",4
12538,ROSNEFT DEUTSCHLAND,12538,"[16766, 14745, 15686, 13264, 16648, 15450, 16954, 13240, 14363, 16959, 13261, 17866, 14287, 13243, 15446, 15458, 14742, 17948, 16652, 16275, 13258, 17419, 17644, 13224, 16419, 14523, 16647, 16654, 13259, 16039, 15085, 16650, 15626, 15455]",4
12539,ROTOFLEX AG,12539,[17874],229
12540,RTL-INDUCTIVES OY,12540,[12540],230
12541,RUBBER PRODUCTS,12541,[3018],82
12542,Raamis Imp. & Exp.,12542,"[17357, 10437, 13783, 12174, 12727, 1133, 10253, 9907, 8003, 70, 17742, 6419, 4733, 14200, 13094, 4379, 923, 16951, 1841, 13495, 13710, 14091, 6366, 3501, 7609, 14227, 15292, 10602, 8475, 5744, 16943, 9215, 13952, 17342, 9957, 6640, 8077, 11811, 14429, 17537, 4746, 1080, 594, 1479, 7694, 5169, 13860, 16819, 10604, 8422, 12739, 5686, 13313, 17581, 13204, 14502, 14953, 10483, 6369]",15
12543,Rabia Industries,12543,"[15087, 12248, 9887, 2280, 2256, 15334, 12926, 14332, 420, 14384, 12587, 3630, 11830, 4360, 13402, 8323, 15365, 12745, 12992, 14013, 10757, 6261, 14383, 7198, 15887, 11570, 15786, 5170, 6374, 13955, 17622, 853, 8317, 11282, 12696, 325, 12930, 16095, 13001, 2667, 13882, 12658, 13776, 1095, 2816, 5225, 15122, 8391, 7853, 11023, 3445, 15108, 495, 15804, 1255, 8312, 9145, 750, 12935, 2013, 13452, 10023, 4099, 331, 1374, 7314, 9237, 8068, 15595, 6289, 3032, 17806, 5818, 11206, 17200, 10421, 4633, 15840, 9355, 11882, 6299, 12124, 3708, 1137, 11322, 12281, 4551, 10817, 6583, 5469, 10116, 12509, 13919, 17489, 9151, 17609, 13202, 12089, 841, 5892, 12643, 15157, 15083, 8741, 1606, 4451, 11802, 8814, 3524, 16626, 8445, 2097, 488, 13201, 2148, 2258, 13074, 8117, 15250, 5957, 10292, 2999, 11022, 9670, 7922]",18
12544,Rabo Bank De Stellingwerven,12544,"[10704, 2117, 8225, 15416, 3645, 92, 9247, 16281, 12545, 8467, 7149, 1514, 1001]",10
12545,Rabobank,12545,"[16037, 8584]",10
12546,Rabobank Rijssen Enter,12546,"[10261, 8231, 10784, 12666, 1001, 6556, 6991, 12587, 923, 12759, 8189]",10
12547,Race Sporting Goods,12547,"[12017, 12595, 8997, 9956, 14905, 7250, 10186, 5670, 8113, 337, 3485, 10784, 10261, 4080, 12645, 16605, 15047, 14878, 4463, 4223, 9955, 3486, 13186, 13515, 5768]",22
12548,Racely Sa,12548,"[1932, 16608, 17403, 12592, 4797, 6270, 15622, 15503, 6262, 6244, 9299, 9386, 11748, 13642, 2045, 12223, 16401, 1160, 11350, 11074, 12428, 14321, 1426, 16528, 262, 9381, 8146, 12746, 14700, 11291, 8778, 760, 4447, 9518, 5948, 11513, 16188, 9934, 15159, 15233, 15790]",10
12549,Racemark International Llc,12549,"[1453, 1141, 2664, 181, 2194, 8954, 7674, 9542]",13
12550,Rachana Rubber,12550,"[15752, 2816, 10364, 16721, 15598, 1574, 15597, 10255, 7656, 12949, 2130, 15841, 12193, 16684, 6398, 389, 614, 9399, 17400, 806, 8248, 16159, 15830, 1270, 5832, 952, 13468, 178, 11301, 6220, 8855, 17307, 11023, 6627, 15793, 16255, 16866]",11
12551,Rachid Omar Hersi,12551,"[9247, 3689, 3644, 10784, 9933]",37
12552,"Raco Engineering Co., Ltd.",12552,"[10351, 17485, 526, 262, 17683, 12768, 6505, 15301, 14279, 14438, 15058, 3641, 14697, 5388, 13280, 3133, 12548, 1948, 525, 9775, 6533, 12592, 3233]",11
12553,Racor Llc 5824 Hubbard Dr. Ste. A Rockville Md20852 5810,12553,"[12509, 13202, 14683, 10003, 15416, 526, 3644, 4708, 12573, 41]",10
12554,"Radha Krishan & Sons Pvt., Ltd.",12554,"[118, 8629, 7252, 15545, 7718, 11071, 10261, 10804, 6586, 4711, 12631, 4461, 7720, 16616, 5472, 7570, 12509, 8744, 923, 12022]",15
12555,Radian Oil & Gas Services Co.,12555,"[8816, 7751, 4056, 4559, 15416, 16237, 954, 422, 13202, 7150, 5835, 8744, 12519, 354, 9583, 16620, 4067, 16202]",10
12556,Radical Investments (Pty) ) Lro.T/A,12556,"[7223, 8481, 5477, 12853, 7684, 14502, 3072, 7751, 12426, 4463, 10292, 354, 411, 14444, 15477]",12
12557,Radical Investments (Pty) Ltd.,12557,"[411, 8387, 4708, 12855, 8481, 13309, 12426, 16779, 8642]",13
12558,Radix Telecom Philippines Industries Inc.,12558,"[12666, 10116, 4686, 16388, 3533, 3780, 13164, 15958, 15698, 14502, 15408, 205, 11656, 10086, 1402, 17412, 10498, 8312, 5232, 10394, 11969, 925, 4657, 7447, 13172, 15590, 15047, 13794, 10429, 8633, 11499, 12567, 13362, 1304, 12543, 9887, 7444, 16597, 11524, 1210, 5912, 4092, 9622, 10008, 6260, 9228, 2644, 4133, 3694, 3645]",18
12559,Radix Usa,12559,"[1376, 632, 17568, 14759, 16616, 104, 16067, 543, 16765, 55, 9438, 9630, 11789, 3644, 1774, 4067, 9501, 1076, 4933, 10306, 4663, 815, 9621, 12816, 6558, 17215, 6601, 12587, 1650, 649, 4470, 17235, 1602, 7032, 6635, 8893, 12666]",10
12560,Radix Usa Co.,12560,"[3644, 2928, 10415, 8429, 3880, 16982, 2915, 1156, 17568, 3751, 8177, 12022, 5706, 6601, 12235, 7687, 4470, 17090, 12615, 17235, 12666, 8019, 6937, 7798, 12006, 16204, 12592, 13769, 8605, 12232, 16068, 14527, 6961, 1094, 15106, 6389, 3356, 4667, 10952, 214, 12003]",10
12561,Rafael J.Nido Inc.,12561,"[1863, 14919, 10292, 4453, 10676]",11
12562,Ragnakor Impacto Aduanal Sa De Cv,12562,"[16444, 3113, 311, 11221, 11378, 7223, 10784, 12509, 5833, 3766, 9411, 11576, 6627, 7208]",15
12563,Rah Andaz Sanaat Asia Andish Ltd.,12563,"[9247, 3873, 12039, 92, 1249, 8445, 12022, 4463, 16616]",11
12564,Rahat Continental Inc.,12564,"[11071, 3319, 3438, 7001]",10
12565,Rahma Abdi Nour,12565,"[5747, 3630, 488, 8433, 7159, 10292, 11071, 923, 9647, 13374, 12567]",13
12566,Rahman Cotton Mills Ltd.,12566,"[9226, 10269, 7428, 292, 7223, 839, 2875, 3072, 1166, 12592, 3604, 965]",13
12567,Rahman Industries Ltd.,12567,"[17728, 11741, 1496, 14119, 10396, 16151, 6902, 17515, 16535, 15093, 6583, 8580, 111, 12935, 13296, 4335, 10757, 11403, 11965, 12643, 17622, 13730, 13683, 6241, 9857, 7871, 5242, 16038, 2361, 12482, 13201, 10116, 12745, 1001, 3931, 3768, 16255, 17806, 6804, 13402, 17154, 6805, 2013, 4702, 12992, 11022, 205, 5044, 7852, 6326, 12652, 3032, 12608, 195, 7103, 15527, 3644, 17558, 8379, 13955, 15187, 16434, 2901, 13074, 14621, 7230, 12423, 7580, 2816, 15148, 4964, 1029, 16257, 10918, 4633, 2637, 7255, 4053, 14042, 2506, 1005, 10988, 14244, 245, 8323, 14918, 10425, 250, 3028, 16487, 3630, 6671, 11323, 3150, 12796, 8169, 13794, 6308, 7861, 331, 15887, 5729, 12926, 9057, 11297, 1008, 6299, 15250, 16516, 3724, 17694, 10289, 8622, 12609, 15083, 7853, 7446, 488, 2329, 14755, 5532, 17809, 12808, 9659, 2834, 7494, 8301]",18
12568,Rahmat Textiles Ltd.,12568,"[6135, 8197, 16109, 9583, 8554, 9654, 6355, 704, 9543, 488, 13322, 16119, 7737, 10186, 15268, 5287, 15956, 15246, 7282, 9655, 14719, 9564, 12036, 5393]",16
12569,Rahul Traders,12569,"[14022, 14209, 8351, 11010, 6740, 191, 10403, 5543, 16343, 5236, 14093, 12946, 6556, 16188, 17436, 14392, 13561]",10
12570,Railfleet Maintenance Services Pty Limited,12570,[1870],60
12571,Rainbow Maritime (Thailand) Ltd.,12571,"[6630, 13331, 10083, 7647, 1449, 1212, 7208, 10292, 10172, 1045, 12017, 7561, 8979, 9542, 7149, 9069]",13
12572,Rainbow Rubber And Plastics Inc.,12572,"[14371, 15228, 17371, 16611, 4384, 1809, 4067, 9507, 17573, 13323, 8117, 1863, 6391, 10947, 6780, 15707, 389, 4649, 1791, 10186, 8334, 112, 12587, 2816, 6313, 1512, 17740, 4260, 10509, 10508, 7908, 7159, 4722, 2130, 2117]",11
12573,Rainco Ltda,12573,"[14310, 2210, 1623, 16758, 5196, 12683, 331, 8465, 10036, 5439, 3489, 13738, 543, 17056, 17355, 9811, 9961, 10805, 16401, 5232, 17331, 7027, 13736, 6814, 6450, 1639, 10808, 2915, 259, 6364, 13974, 12109, 12031, 12916, 10335, 7131, 4932, 7469, 16249, 16201, 744, 16242, 1574, 13859, 12355, 7323, 16588, 9140, 222, 8175, 519, 9336, 3297, 6120, 7612, 16320, 1752, 16078, 8555, 5193, 1090, 10741, 11016, 9765, 2918, 422, 6758, 5350, 10414, 14903, 9468, 16592, 17746, 6184, 7349, 14750, 12374, 14323, 4764, 6808, 3769, 2799, 7611, 2874, 12645, 826, 681, 12583, 5830, 16472, 9862, 16591, 6585, 930, 17791, 502, 13361, 4900, 9463, 14700, 1408, 15549, 11614, 13922, 457, 13731, 9384, 3277, 2007, 6998, 7571, 6176, 10511, 1642, 15366, 5752, 14112, 10701, 7333, 12819, 5404, 2289, 4607, 855, 8775, 5372, 5688, 11634, 10503, 16839, 14842, 8976, 2530, 5360, 4832, 12930, 488, 16116, 15347, 1982, 16815, 1031, 11789, 1091, 3758, 6303, 13506, 13972, 13679, 17170, 3674, 17830, 3709, 15572, 7579, 13076, 4857, 2103, 1445, 5519, 13014, 13370, 11876, 9175, 14792, 3586, 6161, 17481, 13943, 6277, 6284, 568, 843, 15975, 11896, 4635, 10117, 963, 15850, 15540, 1467, 9243, 15172, 1871, 11565, 13766, 5942, 13774, 10735, 13798, 6083, 8840, 5750, 8820, 17459, 16241, 8058, 3395, 14148, 8410, 13976, 7142, 1409, 1636, 7098, 358, 15888, 7236, 2485, 1122, 8362, 5215, 1394, 15106, 10395, 16604, 4445, 10051, 1477, 5758, 1473, 216, 9363, 10684, 7514, 14149, 15844, 2842, 12156, 7451, 12830, 1633, 9063, 16041, 11979, 648, 3619, 6077, 13337, 3409, 5214, 10628, 2104, 8353, 5910, 1271, 11345, 738, 3416, 11494, 5096, 10703, 15959, 5945, 15913, 13354, 17282, 11240, 11616, 9333, 13740, 16053, 815, 6832, 13434, 635, 3279, 15476, 10986, 2386, 11431, 13744, 4518, 8937, 12857, 6166, 11112, 16799, 9037, 11952, 11837, 6705, 2211, 4560]",10
12574,Raj Overseas,12574,"[12279, 14655, 521, 9212, 3183, 5203, 7407, 118, 11078]",13
12575,Raj Rubber & Plastic Ind.,12575,"[1863, 1269, 4067, 10947, 17740, 2403, 9060, 11221, 8225, 14502, 16535, 17711, 17371, 1791, 7908, 6917, 4288, 16450, 15047, 3014, 10508, 1501, 11779, 477, 13680, 11623, 5744, 495, 13468, 118, 7656, 4345]",11
12576,Rajaguru Spinning Mills P Ltd.,12576,"[747, 12504, 4463, 10651, 12592, 11519, 16205, 16333, 15477, 13487, 13203, 3682, 785, 7296, 6103, 7867, 830, 9573]",25
12577,Rajbari Jute Mills Ltd.,12577,"[12509, 526, 10784, 8191, 8861, 12587]",25
12578,Rajesh Metal Crafts Ltd.,12578,"[13167, 3064, 10170, 10172, 15488, 12592, 13162, 15477, 13202]",10
12579,Rajib International,12579,"[15537, 12592, 10365, 5203, 526, 7208, 7927, 17302]",10
12580,"Rajshila Synthetics Pvt., Ltd.",12580,"[4708, 12105, 8015, 12106, 7569, 118, 1883, 1882, 12042, 7285, 11378]",11
12581,Rakesh Kumar Ramesh Chandra Chemicals (P) Ltd.,12581,"[15459, 1453, 3349, 13275, 11350, 15700, 3041, 12595, 8150, 3523, 4711, 4399, 2940, 1826, 7873, 11298, 7715, 1305, 4517, 2722, 5806, 9827, 13608, 187, 8526, 8299, 11439, 13148, 9541, 5049, 4418, 13409, 2893, 10784, 10699]",21
12582,Ral Woerth Gmb H,12582,"[9228, 12592, 5747, 17261, 1514, 6248, 5885, 6556, 12587]",10
12583,"Ralhum Trading Co Pvt., Ltd.",12583,"[15249, 3983, 12355, 4952, 9232, 12379, 6497, 11026, 5195, 13367, 577, 2231, 16349, 10260, 16452, 14950, 11361, 6429, 1026, 9228, 826, 8241, 10701, 2708, 15539, 820, 3594, 6873, 4979, 1963, 11027, 3722, 13798, 15959, 13885, 9243, 190, 13202, 9633, 5193, 4859, 12294, 4764, 1464, 13804, 8236, 17746, 10700, 3130, 12916, 14092, 1271, 13521, 5752, 2513, 2647, 4481, 4724, 14226]",10
12584,"Ralhum Trading Co. Pvt., Ltd.",12584,"[601, 1483, 8241, 12769, 2943, 789, 3594, 677, 1482, 5752, 13202, 3639, 9343, 10285, 826, 14542, 855, 8133, 10035, 1409, 7863, 9123, 14092, 16120, 16255, 16573, 12667, 17824, 14011, 9228, 14950, 1819, 13774, 7915, 7318, 634, 7451, 7358, 819, 1334, 12592, 10701, 13979, 9232, 3983, 920, 13316, 11026, 596, 614, 14337, 2386]",10
12585,Ralson ( India) Ltd.,12585,"[16594, 6615, 12141, 1649, 4909, 15584, 9751, 1641, 3511, 2268, 13695, 9294, 17728, 12587, 16725, 12066, 12592, 14994, 92, 10153, 9841, 10564, 8500, 8120, 16999, 10020, 8275, 8536, 934, 6190, 8805, 13153, 9025, 1306, 1449, 2715, 2199, 329, 13013, 16263, 3698, 17319, 15951, 3038, 11250, 11954, 13641, 1648, 2198, 9148, 9594, 12310, 12800, 4640, 16669, 7848, 347, 9974, 5020, 17028, 14559, 4140, 3902, 4684, 12034, 11708, 10996, 1813, 13339, 3621]",14
12586,Ralson Industries Ltd.,12586,"[205, 10157, 15694, 6052, 13747, 14165, 13060, 17319, 10396, 13923, 1261, 9400, 15609, 14918, 13389, 7580, 2535, 16265, 15305, 1402, 12992, 4216, 10784, 10235, 721, 11280, 7488, 14334, 5225, 9135, 9489, 911, 1466, 1244, 1034, 17127, 523, 1930, 10186, 7284, 10512, 15164, 664, 10708, 8379, 10132, 12207, 2097, 7852, 13452, 15210, 14042, 15334, 13201, 1512, 7481, 15527, 3420, 5729, 6355, 15891, 11801, 3627, 17729, 8301, 15665, 4360, 2953, 15963, 4810, 4147, 8189, 12502, 8210, 8794, 8536, 6910, 13085, 9571, 17588, 1078, 15093, 6337, 11510, 13877, 7019, 10517, 7138, 5044, 8537, 16362, 750, 9896, 12543, 10918, 4331, 11403, 2280, 12484, 703, 12927, 11321, 10423, 6804, 8170, 15956, 5699, 6260, 7949, 9213, 11282, 11980, 12618, 15160, 6004, 7449, 11256, 16926, 11021, 8169, 13793, 16858, 3015, 8067, 10297, 3150, 11664]",18
